سورہ نمبر,فعل (Verb),معنی (Meaning),حروف اصلی (Root Letters),مادہ/اصل کے مختلف اردو معانی,اردو میں مستعمل لفظ/جملے,عربی مثال,ترجمہ (مثال کا),صرفی و نحوی وضاحت
4,أَنزَلَ,نازل کی,نزل,نیچے اتارنا، مہمان نوازی کرنا، ٹھہرنا,نازل کرنا، اتارنا، لانا,أنزل الله القرآن,اللہ نے قرآن نازل کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,قَدَّمَتْ,آگے بھیجا,قدم,پیشگی، آگے بڑھنا، پیش رفت,پیش کرنا، اگے بڑھانا، پیشگی دینا,قدمت الطلب للمدير,اس نے درخواست مینیجر کو پیش کی,فعل ماضی، معروف
4,يَعْلَمُ,جانتا ہے,علم,علم، معرفت، شناخت,علم رکھنا، جاننا، سمجھنا,يعلم الطالب الدرس جيدا,طالب کو سبق اچھی طرح پتہ ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
4,شَجَرَ,اختلاف ہوا,شجر,نکلنا,اختلاف کرنا، بحث کرنا، متنازعہ ہونا,شجر بينهم حول الموضوع,ان کے درمیان موضوع پر اختلاف ہوا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,يُطِعِ,اطاعت کرے گا,طوع,طاعت، اطاعت، فرمانبرداری، تابعداری,اطاعت کرنا، فرمانبرداری کرنا، تابعداری کرنا,هو يطيع القوانين,وہ قوانین کی اطاعت کرے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
4,أَنْعَمَ,انعام فرمایا,نعم,برکت، مہربانی، احسان,انعام کرنا، بخشش کرنا، فضل کرنا,أنعم الله عليه بالصحة والعافية,اللہ نے اس پر صحت اور عافیت کا انعام فرمایا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,قَالَ,کہتا ہے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,أَنْعَمَ,انعام فرمایا,نعم,برکت، مہربانی، احسان,انعام کرنا، بخشش کرنا، فضل کرنا,أنعم الله عليه بالصحة والعافية,اللہ نے اس پر صحت اور عافیت کا انعام فرمایا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,أَكُن,میں تھا,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,أكن في المدرسة اليوم,میں آج سکول میں تھا,فعل مضارع، معروف، صیغہ اول واحد، مجزوم
4,تَكُنۢ,تھی,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,تكن في المكتبة اليوم,تم آج لائبریری میں تھی,فعل مضارع، معروف، مجزوم
4,يُقَٰتِلْ,جنگ کرے گا,قتل,قتل، موت، ہلاکت,جنگ کرنا، لڑنا، مقابلہ کرنا,يقاتل الجندي في الحرب,سپاہی جنگ میں لڑے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
4,يَغْلِبْ,غالب آجائے,غلب,مغلوب ہونا، شکست خوردہ ہونا، کسی پر غلبہ کرنا,غالب آنا، فتح کرنا، برتری حاصل کرنا,يغلب الفريق الأول على الفريق الثاني,پہلی ٹیم دوسری ٹیم پر غالب آجائے گی,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
4,كَانَ,ہے,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,تَرَ,تم نے دیکھا,رأي,دیکھنا، مشاہدہ کرنا، نظر آنا,دیکھنا، نظر ڈالنا، مشاہدہ کرنا,رأيت الفيلم في السينما,تم نے سینما میں فلم دیکھی,فعل مضارع، معروف، صیغہ دوم مذکر واحد، مجزوم
4,قِيلَ,کہا گیا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، اظہار کرنا,قِيلَ له: الحق مع الجماعة,اسے کہا گیا: حق جماعت کے ساتھ ہے,فعل ماضی، مجہول، صیغہ سوم مذکر واحد
4,كُتِبَ,فرض کیا گیا,كتب,لکھنا، کتاب، مضمون,لکھنا، تحریر کرنا، کتابت کرنا,هو كتب في السجل,اس کا نام رجسٹر میں لکھ دیا گیا ہے,فعل ماضی، مجہول، صیغہ سوم مذکر واحد
4,قُلْ,کہہ دیجیے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل له أن يأتي,اسے کہ دو کہ وہ آئے,فعل امر، معروف، صیغہ دوم مذکر واحد
4,ٱتَّقَىٰ,جو تقوی کرے,وقي,تقوی، پرہیزگاری، خوف خدا,تقوی اختیار کرنا، خدا سے ڈرنا,اتقى الشر,وہ برائی سے بچتا ہے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,قُلْ,کہہ دیجئیے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل له أن يأتي,اسے کہ دو کہ وہ آئے,فعل امر، معروف، صیغہ دوم مذکر واحد
4,يُطِعِ,اطاعت کرتا ہے,طوع,طاعت، اطاعت، فرمانبرداری، تابعداری,اطاعت کرنا، فرمانبرداری کرنا، تابعداری کرنا,هو يطيع القوانين,وہ قوانین کی اطاعت کرے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
4,أَطَاعَ,اس نے اطاعت کی,طوع,طاعت، اطاعت، فرمانبرداری، تابعداری,اطاعت کرنا، فرمانبردار ہونا، تابعداری کرنا,أطاع الطالب الأوامر,طالب نے حکموں کی اطاعت کی,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,تَوَلَّىٰ,منہ موڑ جائے,ولي,حاکم بنانا، مددگار بننا، سرپرستی کرنا,منہ موڑنا، پلٹ کر جانا,تولى الرجل,وہ آدمی منہ موڑ گیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,بَيَّتَ,رات مشورے کرتا ہے۔ رات گذارتا ہے,بيت,گھر، مکان، خانہ,رات بیتانا، رات گزارنا، رات کو مشورہ کرنا,بيت الرجل في الغابة,آدمی نے جنگل میں رات گزاری,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,تَقُولُ,تم کہتے ہو,قول,بیان، اظہار، کہنا,بات کرنا، کہنا، بیان کرنا,أنت تقول الحق,تم حق کہہ رہے تھے,فعل مضارع، معروف، صیغہ دوم مذکر واحد، مرفوع
4,يَكْتُبُ,لکھ رہا ہے,كتب,لکھنا، کتاب، مضمون,لکھنا، تحریر کرنا، نوشتن کرنا,يكتب الطالب الواجبات المدرسية,طالب اسکول کے فرضات لکھ رہا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
4,كَانَ,وہ ہوتا,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,تُكَلَّفُ,تم مکلف بنائے گئے,كلف,بوجھ& تکلیف,تکلیف دینا، مشکل کرنا، آزار دینا,تكلف الطالب بالواجبات,طالب کو کاموں میں تکلیف دی جاتی ہے,فعل مضارع، مجہول، صیغہ دوم مذکر واحد، مرفوع
4,عَسَى,امید ہے کہ,عسي,امید، خیال، شاید,امید کرنا، توقع کرنا، خواہش کرنا,عسى أن يكون الطقس جميلًا غدًا,امید ہے کہ کل موسم خوبصورت ہو,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,يَكُفَّ,کہ روک دے,كفف,تمام، مکمل، سب,روکنا، منع کرنا، باز رکھنا,يكف الطفل عن اللعب,وہ بچہ کھیلنے سے روک دے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
4,يَشْفَعْ,سفارش کرے گا,شفع,درمیانی، سفارش کرنا، زریعہ,سفارش کرنا، کسی کی خدمت میں سفارش کرنا، کسی کے حق میں بولنا,يشفع الأب لابنه في المدرسة,والد اپنے بیٹے کی سکول میں سفارش کرے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
4,يَكُن,ہوگا,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، بستی بنانا,هل يكون موجودا؟,کیا وہ موجود ہوتا ہے؟,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
4,يَشْفَعْ,سفارش کرے گا,شفع,درمیانی، سفارش کرنا، زریعہ,سفارش کرنا، کسی کی خدمت میں سفارش کرنا، کسی کے حق میں بولنا,يشفع الأب لابنه في المدرسة,والد اپنے بیٹے کی سکول میں سفارش کرے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
4,يَكُن,ہوگا,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، بستی بنانا,هل يكون موجودا؟,کیا وہ موجود ہوتا ہے؟,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
4,كَانَ,ہے,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,أَضَلَّ,گمراہ کردیا,ضلل,گمراہ ہونا، گم کردہ راستہ، بھٹک جانا,گمراہ کرنا، بھٹکانا، راہ سے بہکانا,أضل الرجل في الغابة,آدمی کو جنگل میں گمراہ کردیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,يُضْلِلِ,گمراہ کردے,ضلل,گمراہ ہونا، گم کردہ راستہ، بھٹک جانا,گمراہ کرنا، بھٹکانا، راہ سے بہکانا,يضلل الشيطان الإنسان,شیطان انسان کو گمراہ کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
4,تَجِدَ,تم پاؤ گے,وجد,پایا، ملا، چھان بین کیا,پانا، ملنا، حاصل کرنا,أنت تجد الحقيقة,تم حقیقت کو پاؤ گے,فعل مضارع، معروف، صیغہ دوم مذکر واحد، منصوب
4,حَصِرَتْ,تنگ ہوئے,حصر,گھیرنا، محدود کرنا، روکنا,تنگ ہونا، پریشان ہونا، محدود ہونا,حصرت الفتاة في الغرفة,لڑکی کمرے میں تنگ ہوگئی,فعل ماضی، معروف
4,شَآءَ,چاہتا,شيأ,چیز، شے، مواد,چاہنا، ارادہ کرنا، خواہش کرنا,شَآءَ أن يذهب إلى السوق,اس نے بازار جانے کا ارادہ کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,جَعَلَ,بنایا,جعل,بنانا، تشکیل دینا، ڈالنا,بنانا، تشکیل دینا، مواد کو ترتیب دینا,جَعَلَ الله الإنسان من طين,اللہ نے انسان کو مٹی سے بنایا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,كَانَ,ہے,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,يَقْتُلَ,قتل کردے,قتل,قتل، موت، ہلاکت,قتل کرنا، جان لینا، مار ڈالنا,يقتل الجندي العدو,سپاہی دشمن کو قتل کردے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
4,قَتَلَ,قتل کرے,قتل,قتل، موت، ہلاکت,قتل کرنا، جان لینا، مار ڈالنا,قتل اللص الرجل,چور نے آدمی کو قتل کر دیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,كَانَ,ہے,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,كَانَ,ہے,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
4,يَجِدْ,پائے,وجد,پایا، ملا، چھان بین کیا,پانا، حاصل کرنا,يجد الحقيقة,وہ حقیقت کو پاتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
4,يَقْتُلْ,قتل کرے,قتل,قتل، موت، ہلاکت,قتل کرنا، جان لینا، مار ڈالنا,يقتل الأسد الغزال,شیر ہرن کو قتل کرے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
